x,y,ID,COOLING_DEGREE_DAYS,TOTAL_SNOW,CLIMATE_IDENTIFIER,LOCAL_YEAR,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND,TOTAL_RAIN,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_DAY,MAX_REL_HUMIDITY,MIN_TEMPERATURE_FLAG,LOCAL_DATE,STATION_NAME,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS,LOCAL_MONTH,PROVINCE_CODE,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,SNOW_ON_GROUND_FLAG,TOTAL_SNOW_FLAG,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE
-113.57944444444445,53.31,3012216.2016.7.10,0,0,3012216,2016,20,,39,,,20,,18.3,12.5,,,10,,,2016-07-10 00:00:00,EDMONTON INTL A,2,2.6,7,AB,,,,,,,,,15.4
-113.57944444444445,53.31,3012216.2016.7.11,0,0,3012216,2016,2.2,,33,,,2.2,,22.3,11.4,,,11,,,2016-07-11 00:00:00,EDMONTON INTL A,34,1.1,7,AB,,,,,,,,,16.9
-113.57944444444445,53.31,3012216.2016.7.12,0.1,0,3012216,2016,0,,37,,,0,,23.5,12.7,,,12,,,2016-07-12 00:00:00,EDMONTON INTL A,35,0,7,AB,,,,,,,,,18.1
-113.57944444444445,53.31,3012216.2016.7.13,0,0,3012216,2016,0.4,,33,,,0.4,,21.9,12.9,,,13,,,2016-07-13 00:00:00,EDMONTON INTL A,31,0.6,7,AB,,,,,,,,,17.4
-113.57944444444445,53.31,3012216.2016.7.14,0,0,3012216,2016,1.2,,33,,,1.2,,21.7,11.9,,,14,,,2016-07-14 00:00:00,EDMONTON INTL A,5,1.2,7,AB,,,,,,,,,16.8
-113.57944444444445,53.31,3012216.2016.7.15,0,0,3012216,2016,4.4,,41,,,4.4,,21.9,8.1,,,15,,,2016-07-15 00:00:00,EDMONTON INTL A,8,3,7,AB,,,,,,,,,15
-113.57944444444445,53.31,3012216.2016.7.16,0,0,3012216,2016,0,,0,T,,0,T,21.9,10,,,16,,,2016-07-16 00:00:00,EDMONTON INTL A,0,2,7,AB,,,,,,,,,16
-113.57944444444445,53.31,3012216.2016.7.17,0,0,3012216,2016,5.8,,33,,,5.8,,20.2,10.7,,,17,,,2016-07-17 00:00:00,EDMONTON INTL A,0,2.5,7,AB,,,,,,,,,15.5
-113.57944444444445,53.31,3012216.2016.7.18,0,0,3012216,2016,0,,37,,,0,,24.2,10.5,,,18,,,2016-07-18 00:00:00,EDMONTON INTL A,15,0.6,7,AB,,,,,,,,,17.4
-113.57944444444445,53.31,3012216.2016.7.19,0,0,3012216,2016,0,,0,,,0,,25.7,8.9,,,19,,,2016-07-19 00:00:00,EDMONTON INTL A,0,0.7,7,AB,,,,,,,,,17.3
-113.57944444444445,53.31,3012216.2016.7.20,0.9,0,3012216,2016,0.4,,35,,,0.4,,23.3,14.4,,,20,,,2016-07-20 00:00:00,EDMONTON INTL A,27,0,7,AB,,,,,,,,,18.9
-113.57944444444445,53.31,3012216.2016.7.21,0.2,0,3012216,2016,1.6,,50,,,1.6,,23.6,12.7,,,21,,,2016-07-21 00:00:00,EDMONTON INTL A,31,0,7,AB,,,,,,,,,18.2
-113.57944444444445,53.31,3012216.2016.7.22,0.4,0,3012216,2016,0,,39,,,0,,26.5,10.3,,,22,,,2016-07-22 00:00:00,EDMONTON INTL A,17,0,7,AB,,,,,,,,,18.4
-113.57944444444445,53.31,3012216.2016.7.23,0,,3012216,2016,,,0,M,,,M,22.8,10.5,,,23,,,2016-07-23 00:00:00,EDMONTON INTL A,0,1.3,7,AB,,,,,,M,,,16.7
-113.57944444444445,53.31,3012216.2016.7.24,0,0,3012216,2016,0,,33,T,,0,T,27,8.3,,,24,,,2016-07-24 00:00:00,EDMONTON INTL A,23,0.3,7,AB,,,,,,,,,17.7
-113.57944444444445,53.31,3012216.2016.7.25,0,0,3012216,2016,0.2,,0,,,0.2,,24.9,10.8,,,25,,,2016-07-25 00:00:00,EDMONTON INTL A,0,0.1,7,AB,,,,,,,,,17.9
-113.57944444444445,53.31,3012216.2016.7.26,0,0,3012216,2016,0,,39,,,0,,26.2,9.6,,,26,,,2016-07-26 00:00:00,EDMONTON INTL A,2,0.1,7,AB,,,,,,,,,17.9
-113.57944444444445,53.31,3012216.2016.7.27,0.3,0,3012216,2016,0,,50,T,,0,T,26.6,9.9,,,27,,,2016-07-27 00:00:00,EDMONTON INTL A,5,0,7,AB,,,,,,,,,18.3
-113.57944444444445,53.31,3012216.2016.7.28,0.6,0,3012216,2016,1,,35,,,1,,26.3,10.8,,,28,,,2016-07-28 00:00:00,EDMONTON INTL A,2,0,7,AB,,,,,,,,,18.6
-113.57944444444445,53.31,3012216.2016.7.29,0.7,0,3012216,2016,0.8,,32,,,0.8,,27.9,9.5,,,29,,,2016-07-29 00:00:00,EDMONTON INTL A,1,0,7,AB,,,,,,,,,18.7
-113.57944444444445,53.31,3012216.2016.7.30,0,0,3012216,2016,38.8,,65,,,38.8,,23.6,11.7,,,30,,,2016-07-30 00:00:00,EDMONTON INTL A,29,0.3,7,AB,,,,,,,,,17.7
-113.57944444444445,53.31,3012216.2016.7.31,0,0,3012216,2016,3.6,,43,,,3.6,,18.4,9.1,,,31,,,2016-07-31 00:00:00,EDMONTON INTL A,27,4.2,7,AB,,,,,,,,,13.8
-113.57944444444445,53.31,3012216.2016.8.1,0,0,3012216,2016,2.2,,46,,,2.2,,22.7,9.9,,,1,,,2016-08-01 00:00:00,EDMONTON INTL A,27,1.7,8,AB,,,,,,,,,16.3
-113.57944444444445,53.31,3012216.2016.8.2,0,0,3012216,2016,0,,0,,,0,,24.4,8,,,2,,,2016-08-02 00:00:00,EDMONTON INTL A,0,1.8,8,AB,,,,,,,,,16.2
-113.57944444444445,53.31,3012216.2016.8.3,0,0,3012216,2016,3,,41,,,3,,21.6,11.2,,,3,,,2016-08-03 00:00:00,EDMONTON INTL A,32,1.6,8,AB,,,,,,,,,16.4
-113.57944444444445,53.31,3012216.2016.8.4,0,0,3012216,2016,0,,0,T,,0,T,23.2,9.2,,,4,,,2016-08-04 00:00:00,EDMONTON INTL A,0,1.8,8,AB,,,,,,,,,16.2
-113.57944444444445,53.31,3012216.2016.8.5,0,0,3012216,2016,0,,37,,,0,,24.1,8.5,,,5,,,2016-08-05 00:00:00,EDMONTON INTL A,11,1.7,8,AB,,,,,,,,,16.3
-113.57944444444445,53.31,3012216.2016.8.6,1.3,0,3012216,2016,0,,46,,,0,,24.6,14,,,6,,,2016-08-06 00:00:00,EDMONTON INTL A,12,0,8,AB,,,,,,,,,19.3
-113.57944444444445,53.31,3012216.2016.8.7,0.2,0,3012216,2016,0,,37,,,0,,23.7,12.7,,,7,,,2016-08-07 00:00:00,EDMONTON INTL A,14,0,8,AB,,,,,,,,,18.2
-113.57944444444445,53.31,3012216.2016.8.8,0,0,3012216,2016,0.8,,32,,,0.8,,24.5,6,,,8,,,2016-08-08 00:00:00,EDMONTON INTL A,1,2.7,8,AB,,,,,,,,,15.3
-113.57944444444445,53.31,3012216.2016.8.9,0,0,3012216,2016,0,,0,T,,0,T,20.9,12.9,,,9,,,2016-08-09 00:00:00,EDMONTON INTL A,0,1.1,8,AB,,,,,,,,,16.9
-113.57944444444445,53.31,3012216.2016.8.10,0,0,3012216,2016,2.5,,35,,,2.5,,23.9,8.9,,,10,,,2016-08-10 00:00:00,EDMONTON INTL A,1,1.6,8,AB,,,,,,,,,16.4
-113.57944444444445,53.31,3012216.2016.8.11,0,0,3012216,2016,1.2,,44,,,1.2,,24.2,10,,,11,,,2016-08-11 00:00:00,EDMONTON INTL A,30,0.9,8,AB,,,,,,,,,17.1
-113.57944444444445,53.31,3012216.2016.8.12,0,0,3012216,2016,0,,43,,,0,,24.4,8.7,,,12,,,2016-08-12 00:00:00,EDMONTON INTL A,0,1.4,8,AB,,,,,,,,,16.6
-113.57944444444445,53.31,3012216.2016.8.13,0.3,0,3012216,2016,0,,0,,,0,,27.1,9.5,,,13,,,2016-08-13 00:00:00,EDMONTON INTL A,0,0,8,AB,,,,,,,,,18.3
-113.57944444444445,53.31,3012216.2016.8.14,0,0,3012216,2016,0,,0,,,0,,26.5,8.2,,,14,,,2016-08-14 00:00:00,EDMONTON INTL A,0,0.6,8,AB,,,,,,,,,17.4
-113.57944444444445,53.31,3012216.2016.8.15,0.3,0,3012216,2016,0,,30,,,0,,27.1,9.4,,,15,,,2016-08-15 00:00:00,EDMONTON INTL A,30,0,8,AB,,,,,,,,,18.3
-113.57944444444445,53.31,3012216.2016.8.16,0.8,0,3012216,2016,0.6,,44,,,0.6,,27.5,10.1,,,16,,,2016-08-16 00:00:00,EDMONTON INTL A,31,0,8,AB,,,,,,,,,18.8
-113.57944444444445,53.31,3012216.2016.8.17,,0,3012216,2016,0,M,46,,,0,,,8.5,,,17,,E,2016-08-17 00:00:00,EDMONTON INTL A,34,,8,AB,M,,,M,,,M,,
-113.57944444444445,53.31,3012216.2016.8.18,0,0,3012216,2016,2,,52,,,2,,21.3,5.2,,,18,,,2016-08-18 00:00:00,EDMONTON INTL A,35,4.7,8,AB,,,,,,,,,13.3
-113.57944444444445,53.31,3012216.2016.8.19,0,0,3012216,2016,0,,30,,,0,,23.6,0.7,,,19,,,2016-08-19 00:00:00,EDMONTON INTL A,16,5.8,8,AB,,,,,,,,,12.2
-113.57944444444445,53.31,3012216.2016.8.20,0,0,3012216,2016,0,,0,T,,0,T,26,5.2,,,20,,,2016-08-20 00:00:00,EDMONTON INTL A,0,2.4,8,AB,,,,,,,,,15.6
-113.57944444444445,53.31,3012216.2016.8.21,0,0,3012216,2016,0,,33,T,,0,T,24.2,7.1,,,21,,,2016-08-21 00:00:00,EDMONTON INTL A,21,2.3,8,AB,,,,,,,,,15.7
-113.57944444444445,53.31,3012216.2016.8.22,0,0,3012216,2016,44.2,,57,,,44.2,,15.5,9.8,,,22,,,2016-08-22 00:00:00,EDMONTON INTL A,35,5.3,8,AB,,,,,,,,,12.7
-113.57944444444445,53.31,3012216.2016.8.23,0,0,3012216,2016,7.4,,50,,,7.4,,14.3,5.6,,,23,,,2016-08-23 00:00:00,EDMONTON INTL A,34,8,8,AB,,,,,,,,,10
-113.57944444444445,53.31,3012216.2016.8.24,0,0,3012216,2016,3,,46,,,3,,22.7,5.7,,,24,,,2016-08-24 00:00:00,EDMONTON INTL A,34,3.8,8,AB,,,,,,,,,14.2
-113.57944444444445,53.31,3012216.2016.8.25,0,0,3012216,2016,3.6,,43,,,3.6,,18,8.6,,,25,,,2016-08-25 00:00:00,EDMONTON INTL A,34,4.7,8,AB,,,,,,,,,13.3
-113.57944444444445,53.31,3012216.2016.8.26,0,,3012216,2016,0.2,E,,E,,,M,22.7,4.2,M,,26,,E,2016-08-26 00:00:00,EDMONTON INTL A,,4.5,8,AB,E,,,E,,M,E,M,13.5
-113.57944444444445,53.31,3012216.2016.8.27,0,0,3012216,2016,0.2,,37,,,0.2,,17.4,10.7,,,27,,,2016-08-27 00:00:00,EDMONTON INTL A,27,3.9,8,AB,,,,,,,,,14.1
-113.57944444444445,53.31,3012216.2016.8.28,0,0,3012216,2016,0.2,,56,,,0.2,,15.2,2.3,,,28,,,2016-08-28 00:00:00,EDMONTON INTL A,30,9.2,8,AB,,,,,,,,,8.8
-113.57944444444445,53.31,3012216.2016.8.29,0,0,3012216,2016,0,,43,,,0,,20.2,1.5,,,29,,,2016-08-29 00:00:00,EDMONTON INTL A,13,7.1,8,AB,,,,,,,,,10.9
-113.57944444444445,53.31,3012216.2016.8.30,,,3012216,2016,,M,,M,,,M,,9.9,M,,30,,E,2016-08-30 00:00:00,EDMONTON INTL A,,,8,AB,M,,,M,,,M,M,
-113.57944444444445,53.31,3012216.2016.8.31,1,0,3012216,2016,1.4,,43,,,1.4,,26.6,11.4,,,31,,,2016-08-31 00:00:00,EDMONTON INTL A,11,0,8,AB,,,,,,,,,19
-113.57944444444445,53.31,3012216.2016.9.1,0,0,3012216,2016,0,,48,,,0,,22.5,7.3,,,1,,,2016-09-01 00:00:00,EDMONTON INTL A,28,3.1,9,AB,,,,,,,,,14.9
-113.57944444444445,53.31,3012216.2016.9.2,0,0,3012216,2016,6.3,,43,,,6.3,,13.1,7.6,,,2,,,2016-09-02 00:00:00,EDMONTON INTL A,31,7.6,9,AB,,,,,,,,,10.4
-113.57944444444445,53.31,3012216.2016.9.3,0,0,3012216,2016,0,,44,T,,0,,14.9,5.8,,,3,,,2016-09-03 00:00:00,EDMONTON INTL A,29,7.6,9,AB,,,,,,T,,,10.4
-113.57944444444445,53.31,3012216.2016.9.4,0,0.4,3012216,2016,0.4,,0,,,0,,9.8,3.9,,,4,,,2016-09-04 00:00:00,EDMONTON INTL A,0,11.1,9,AB,,,,,,,,,6.9
-113.57944444444445,53.31,3012216.2016.9.5,0,0,3012216,2016,0,,32,T,,0,,14.9,5.1,,,5,,,2016-09-05 00:00:00,EDMONTON INTL A,14,8,9,AB,,,,,,T,,,10
-113.57944444444445,53.31,3012216.2016.9.6,0,0,3012216,2016,0.2,,0,,,0.2,,16.9,1,,,6,,,2016-09-06 00:00:00,EDMONTON INTL A,0,9,9,AB,,,,,,,,,9
-113.57944444444445,53.31,3012216.2016.9.7,0,0,3012216,2016,0,,35,T,,0,T,19.2,-0.4,,,7,,,2016-09-07 00:00:00,EDMONTON INTL A,29,8.6,9,AB,,,,,,,,,9.4
-113.57944444444445,53.31,3012216.2016.9.8,0,0,3012216,2016,0.4,,44,,,0.4,,16.2,1.8,,,8,,,2016-09-08 00:00:00,EDMONTON INTL A,32,9,9,AB,,,,,,,,,9
-113.57944444444445,53.31,3012216.2016.9.9,0,0,3012216,2016,0,,0,,,0,,18.7,3.4,,,9,,,2016-09-09 00:00:00,EDMONTON INTL A,0,6.9,9,AB,,,,,,,,,11.1
-113.57944444444445,53.31,3012216.2016.9.10,0,0,3012216,2016,0.2,,52,,,0.2,,20.5,5.8,,,10,,,2016-09-10 00:00:00,EDMONTON INTL A,30,4.8,9,AB,,,,,,,,,13.2
-113.57944444444445,53.31,3012216.2016.9.11,0,0,3012216,2016,2.4,,57,,,2.4,,11.1,4.5,,,11,,,2016-09-11 00:00:00,EDMONTON INTL A,34,10.2,9,AB,,,,,,,,,7.8
-113.57944444444445,53.31,3012216.2016.9.12,0,0,3012216,2016,0.2,,0,,,0.2,,12.8,-0.5,,,12,,,2016-09-12 00:00:00,EDMONTON INTL A,0,11.8,9,AB,,,,,,,,,6.2
-113.57944444444445,53.31,3012216.2016.9.13,0,0,3012216,2016,0,,37,,,0,,22.5,-0.3,,,13,,,2016-09-13 00:00:00,EDMONTON INTL A,24,6.9,9,AB,,,,,,,,,11.1
-113.57944444444445,53.31,3012216.2016.9.14,0,0,3012216,2016,0,,32,,,0,,24.4,3.9,,,14,,,2016-09-14 00:00:00,EDMONTON INTL A,26,3.8,9,AB,,,,,,,,,14.2
-113.57944444444445,53.31,3012216.2016.9.15,0,0,3012216,2016,0,,0,,,0,,24.8,4.7,,,15,,,2016-09-15 00:00:00,EDMONTON INTL A,0,3.2,9,AB,,,,,,,,,14.8
-113.57944444444445,53.31,3012216.2016.9.16,0,0,3012216,2016,0,,0,,,0,,25.4,2.2,,,16,,,2016-09-16 00:00:00,EDMONTON INTL A,0,4.2,9,AB,,,,,,,,,13.8
-113.57944444444445,53.31,3012216.2016.9.17,0,0,3012216,2016,8.8,,33,,,8.8,,19,10.8,,,17,,,2016-09-17 00:00:00,EDMONTON INTL A,32,3.1,9,AB,,,,,,,,,14.9
-113.57944444444445,53.31,3012216.2016.9.18,0,0,3012216,2016,0.4,,65,,,0.4,,16.2,2.8,,,18,,,2016-09-18 00:00:00,EDMONTON INTL A,30,8.5,9,AB,,,,,,,,,9.5
-113.57944444444445,53.31,3012216.2016.9.19,0,0,3012216,2016,0,,30,T,,0,T,16.3,0.4,,,19,,,2016-09-19 00:00:00,EDMONTON INTL A,30,9.6,9,AB,,,,,,,,,8.4
-113.57944444444445,53.31,3012216.2016.9.20,0,0,3012216,2016,0,,30,T,,0,T,14.4,-1.8,,,20,,,2016-09-20 00:00:00,EDMONTON INTL A,35,11.7,9,AB,,,,,,,,,6.3
-113.57944444444445,53.31,3012216.2016.9.21,0,0,3012216,2016,0,,0,,,0,,16.4,-2.2,,,21,,,2016-09-21 00:00:00,EDMONTON INTL A,0,10.9,9,AB,,,,,,,,,7.1
-113.57944444444445,53.31,3012216.2016.9.22,0,0,3012216,2016,0,,41,,,0,,16.5,-1.4,,,22,,,2016-09-22 00:00:00,EDMONTON INTL A,15,10.4,9,AB,,,,,,,,,7.6
-113.57944444444445,53.31,3012216.2016.9.23,0,0,3012216,2016,0.4,,48,,,0.4,,14.3,3.8,,,23,,,2016-09-23 00:00:00,EDMONTON INTL A,15,8.9,9,AB,,,,,,,,,9.1
-113.57944444444445,53.31,3012216.2016.9.24,0,0,3012216,2016,1.8,,52,,,1.8,,16.4,1.2,,,24,,,2016-09-24 00:00:00,EDMONTON INTL A,30,9.2,9,AB,,,,,,,,,8.8
-113.57944444444445,53.31,3012216.2016.9.25,0,0,3012216,2016,0,,0,,,0,,17.5,-2.4,,,25,,,2016-09-25 00:00:00,EDMONTON INTL A,0,10.4,9,AB,,,,,,,,,7.6
-113.57944444444445,53.31,3012216.2016.9.26,0,0,3012216,2016,0,,39,,,0,,24.7,2.3,,,26,,,2016-09-26 00:00:00,EDMONTON INTL A,20,4.5,9,AB,,,,,,,,,13.5
-113.57944444444445,53.31,3012216.2016.9.27,0,0,3012216,2016,0,,52,,,0,,15.7,-1.3,,,27,,,2016-09-27 00:00:00,EDMONTON INTL A,32,10.8,9,AB,,,,,,,,,7.2
-113.57944444444445,53.31,3012216.2016.9.28,0,0,3012216,2016,0,,44,,,0,,15.9,-4.3,,,28,,,2016-09-28 00:00:00,EDMONTON INTL A,13,12.2,9,AB,,,,,,,,,5.8
-113.57944444444445,53.31,3012216.2016.9.29,0,0,3012216,2016,0,,0,,,0,,14.8,-3.8,,,29,,,2016-09-29 00:00:00,EDMONTON INTL A,0,12.5,9,AB,,,,,,,,,5.5
-113.57944444444445,53.31,3012216.2016.9.30,0,0,3012216,2016,0,,0,T,,0,T,12.5,8.2,,,30,,,2016-09-30 00:00:00,EDMONTON INTL A,0,7.6,9,AB,,,,,,,,,10.4
-113.57944444444445,53.31,3012216.2016.10.1,0,0,3012216,2016,14,,39,,,14,,8.9,6.8,,,1,,,2016-10-01 00:00:00,EDMONTON INTL A,11,10.1,10,AB,,,,,,,,,7.9
-113.57944444444445,53.31,3012216.2016.10.2,0,0,3012216,2016,0.8,,35,,,0.8,,12.5,1.2,,,2,,,2016-10-02 00:00:00,EDMONTON INTL A,31,11.1,10,AB,,,,,,,,,6.9
-113.57944444444445,53.31,3012216.2016.10.3,0,0,3012216,2016,0,,0,,,0,,13.8,-2.9,,,3,,,2016-10-03 00:00:00,EDMONTON INTL A,0,12.5,10,AB,,,,,,,,,5.5
-113.57944444444445,53.31,3012216.2016.10.4,0,0,3012216,2016,0,,37,,,0,,10.8,-1.3,,,4,,,2016-10-04 00:00:00,EDMONTON INTL A,6,13.2,10,AB,,,,,,,,,4.8
-113.57944444444445,53.31,3012216.2016.10.5,0,0,3012216,2016,0,,41,,,0,,4.8,-4.6,,,5,,,2016-10-05 00:00:00,EDMONTON INTL A,34,17.9,10,AB,,,,,,,,,0.1
-113.57944444444445,53.31,3012216.2016.10.6,0,0,3012216,2016,0,,0,,,0,,3.4,-7.4,,,6,,,2016-10-06 00:00:00,EDMONTON INTL A,0,20,10,AB,,,,,,,,,-2
-113.57944444444445,53.31,3012216.2016.10.7,0,2.8,3012216,2016,2,,48,,0,0.4,,1.5,-7.8,,,7,,,2016-10-07 00:00:00,EDMONTON INTL A,12,21.2,10,AB,,,,,T,,,,-3.2
-113.57944444444445,53.31,3012216.2016.10.8,0,6.1,3012216,2016,6.1,,41,,3,0,,0.3,-1.5,,,8,,,2016-10-08 00:00:00,EDMONTON INTL A,13,18.6,10,AB,,,,,,,,,-0.6
-113.57944444444445,53.31,3012216.2016.10.9,0,3.4,3012216,2016,3.4,,39,,4,0,,1.3,-5.2,,,9,,,2016-10-09 00:00:00,EDMONTON INTL A,32,20,10,AB,,,,,,,,,-2
-113.57944444444445,53.31,3012216.2016.10.10,0,0.2,3012216,2016,0.2,,0,,7,0,,0.8,-4.6,,,10,,,2016-10-10 00:00:00,EDMONTON INTL A,0,19.9,10,AB,,,,,,,,,-1.9
-113.57944444444445,53.31,3012216.2016.10.11,0,0,3012216,2016,0,,0,T,7,0,,3.5,-8.7,,,11,,,2016-10-11 00:00:00,EDMONTON INTL A,0,20.6,10,AB,,,,,,T,,,-2.6
-113.57944444444445,53.31,3012216.2016.10.12,0,0,3012216,2016,0,,0,,4,0,,4.8,-11.2,,,12,,,2016-10-12 00:00:00,EDMONTON INTL A,0,21.2,10,AB,,,,,,,,,-3.2
-113.57944444444445,53.31,3012216.2016.10.13,0,0,3012216,2016,0,,48,,3,0,,1.7,-7,,,13,,,2016-10-13 00:00:00,EDMONTON INTL A,13,20.7,10,AB,,,,,,,,,-2.7
-113.57944444444445,53.31,3012216.2016.10.14,0,9.5,3012216,2016,9.5,,0,,3,0,,-0.4,-2.5,,,14,,,2016-10-14 00:00:00,EDMONTON INTL A,0,19.5,10,AB,,,,,,,,,-1.5
-113.57944444444445,53.31,3012216.2016.10.15,0,0,3012216,2016,0,,35,T,12,0,,1.3,-2.6,,,15,,,2016-10-15 00:00:00,EDMONTON INTL A,13,18.7,10,AB,,,,,,T,,,-0.7
-113.57944444444445,53.31,3012216.2016.10.16,0,0,3012216,2016,0.6,,39,,6,0.6,,1.1,-2.3,,,16,,,2016-10-16 00:00:00,EDMONTON INTL A,10,18.6,10,AB,,,,,,T,,,-0.6
-113.57944444444445,53.31,3012216.2016.10.17,0,0,3012216,2016,0,,0,T,5,0,,1.1,-0.8,,,17,,,2016-10-17 00:00:00,EDMONTON INTL A,0,17.8,10,AB,,,,,,T,,,0.2
-113.57944444444445,53.31,3012216.2016.10.18,0,0,3012216,2016,0,,0,T,4,0,,1.4,-1.4,,,18,,,2016-10-18 00:00:00,EDMONTON INTL A,0,18,10,AB,,,,,,T,,,0
-113.57944444444445,53.31,3012216.2016.10.19,0,0,3012216,2016,0,,0,,2,0,,9.3,-3.1,,,19,,,2016-10-19 00:00:00,EDMONTON INTL A,0,14.9,10,AB,,,,,,,,,3.1
-113.57944444444445,53.31,3012216.2016.10.20,0,0,3012216,2016,0,,30,,0,0,,11.3,-2.5,,,20,,,2016-10-20 00:00:00,EDMONTON INTL A,14,13.6,10,AB,,,,,T,,,,4.4
-113.57944444444445,53.31,3012216.2016.10.21,0,0,3012216,2016,0,,0,,0,0,,11.6,-2.5,,,21,,,2016-10-21 00:00:00,EDMONTON INTL A,0,13.4,10,AB,,,,,T,,,,4.6
-113.57944444444445,53.31,3012216.2016.10.22,0,0,3012216,2016,0,,0,,,0,,10.8,-7.9,,,22,,,2016-10-22 00:00:00,EDMONTON INTL A,0,16.5,10,AB,,,,,,,,,1.5
-113.57944444444445,53.31,3012216.2016.10.23,0,0,3012216,2016,0,,39,,,0,,9.8,-6.8,,,23,,,2016-10-23 00:00:00,EDMONTON INTL A,12,16.5,10,AB,,,,,,,,,1.5
-113.57944444444445,53.31,3012216.2016.10.24,0,0,3012216,2016,0,,37,T,,0,T,3.1,0.3,,,24,,,2016-10-24 00:00:00,EDMONTON INTL A,13,16.3,10,AB,,,,,,,,,1.7
-113.57944444444445,53.31,3012216.2016.10.25,0,0,3012216,2016,0.4,,0,,,0.4,,4.2,1.8,,,25,,,2016-10-25 00:00:00,EDMONTON INTL A,0,15,10,AB,,,,,,T,,,3
-113.57944444444445,53.31,3012216.2016.10.26,0,0,3012216,2016,0,,0,T,,0,T,6.4,0.3,,,26,,,2016-10-26 00:00:00,EDMONTON INTL A,0,14.6,10,AB,,,,,,,,,3.4
-113.57944444444445,53.31,3012216.2016.10.27,0,0,3012216,2016,0.2,,0,,,0.2,,4.6,1.6,,,27,,,2016-10-27 00:00:00,EDMONTON INTL A,0,14.9,10,AB,,,,,,,,,3.1
-113.57944444444445,53.31,3012216.2016.10.28,0,0,3012216,2016,0.2,,0,,,0.2,,3.5,1.4,,,28,,,2016-10-28 00:00:00,EDMONTON INTL A,0,15.5,10,AB,,,,,,,,,2.5
-113.57944444444445,53.31,3012216.2016.10.29,0,0,3012216,2016,0,,0,,,0,,5.1,2.6,,,29,,,2016-10-29 00:00:00,EDMONTON INTL A,0,14.1,10,AB,,,,,,,,,3.9
-113.57944444444445,53.31,3012216.2016.10.30,0,0,3012216,2016,0,,0,,,0,,5.6,-1.5,,,30,,,2016-10-30 00:00:00,EDMONTON INTL A,0,15.9,10,AB,,,,,,,,,2.1
-113.57944444444445,53.31,3012216.2016.10.31,0,0,3012216,2016,0,,0,T,,0,,4.7,-2.5,,,31,,,2016-10-31 00:00:00,EDMONTON INTL A,0,16.9,10,AB,,,,,,T,,,1.1
-113.57944444444445,53.31,3012216.2016.11.1,0,0.6,3012216,2016,0.4,,0,,0,0,,1.4,-1.7,,,1,,,2016-11-01 00:00:00,EDMONTON INTL A,0,18.2,11,AB,,,,,T,,,,-0.2
-113.57944444444445,53.31,3012216.2016.11.2,0,0,3012216,2016,0,,0,T,0,0,,6.8,-1.6,,,2,,,2016-11-02 00:00:00,EDMONTON INTL A,0,15.4,11,AB,,,,,T,T,,,2.6
-113.57944444444445,53.31,3012216.2016.11.3,0,0,3012216,2016,0,,43,,,0,,19.2,-1.6,,,3,,,2016-11-03 00:00:00,EDMONTON INTL A,25,9.2,11,AB,,,,,,,,,8.8
-113.57944444444445,53.31,3012216.2016.11.4,0,0,3012216,2016,0,,0,,,0,,20.6,-0.8,,,4,,,2016-11-04 00:00:00,EDMONTON INTL A,0,8.1,11,AB,,,,,,,,,9.9
-113.57944444444445,53.31,3012216.2016.11.5,0,0,3012216,2016,0,,0,,,0,,14.7,3.8,,,5,,,2016-11-05 00:00:00,EDMONTON INTL A,0,8.7,11,AB,,,,,,,,,9.3
-113.57944444444445,53.31,3012216.2016.11.6,0,0,3012216,2016,5.4,,0,,,5.4,,9.9,-1.1,,,6,,,2016-11-06 00:00:00,EDMONTON INTL A,0,13.6,11,AB,,,,,,,,,4.4
-113.57944444444445,53.31,3012216.2016.11.7,0,0,3012216,2016,0,,0,,,0,,8.4,-4.5,,,7,,,2016-11-07 00:00:00,EDMONTON INTL A,0,16,11,AB,,,,,,,,,2
-113.57944444444445,53.31,3012216.2016.11.8,0,0,3012216,2016,0,,54,,,0,,19.4,2.3,,,8,,,2016-11-08 00:00:00,EDMONTON INTL A,22,7.1,11,AB,,,,,,,,,10.9
-113.57944444444445,53.31,3012216.2016.11.9,0,0,3012216,2016,0,,33,,,0,,14.4,-2.4,,,9,,,2016-11-09 00:00:00,EDMONTON INTL A,31,12,11,AB,,,,,,,,,6
-113.57944444444445,53.31,3012216.2016.11.10,0,0,3012216,2016,0,,46,,,0,,11.8,-5.3,,,10,,,2016-11-10 00:00:00,EDMONTON INTL A,14,14.7,11,AB,,,,,,,,,3.3
-113.57944444444445,53.31,3012216.2016.11.11,0,0,3012216,2016,0,,33,,,0,,11.7,1.8,,,11,,,2016-11-11 00:00:00,EDMONTON INTL A,15,11.2,11,AB,,,,,,,,,6.8
