CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4806016,Calgary,2007,Population,27,25-29,Male,,9719,,,,
4806016,Calgary,2008,Population,27,25-29,Male,,10175,,,,
4806016,Calgary,2009,Population,27,25-29,Male,,10698,,,,
4806016,Calgary,2010,Population,27,25-29,Male,,10769,,,,
4806016,Calgary,2011,Population,27,25-29,Male,,10699,,,,
4806016,Calgary,2012,Population,27,25-29,Male,,10812,,,,
4806016,Calgary,2013,Population,27,25-29,Male,,11070,,,,
4806016,Calgary,2014,Population,27,25-29,Male,,11104,,,,
4806016,Calgary,2015,Population,27,25-29,Male,,10805,,,,
4806016,Calgary,2016,Population,27,25-29,Male,,11110,,,,
4806016,Calgary,2017,Population,27,25-29,Male,,11162,,,,
4806016,Calgary,2018,Population,27,25-29,Male,,10598,,,,
4806016,Calgary,2019,Population,27,25-29,Male,,10054,,,,
4806016,Calgary,2020,Population,27,25-29,Male,,10060,,,,
4806016,Calgary,2021,Population,27,25-29,Male,,9781,,,,
4806016,Calgary,2022,Population,27,25-29,Male,,10085,,,,
4806016,Calgary,2023,Population,27,25-29,Male,,11666,,,,
4806016,Calgary,2001,Population,28,25-29,Female,,7641,,,,
4806016,Calgary,2002,Population,28,25-29,Female,,7674,,,,
4806016,Calgary,2003,Population,28,25-29,Female,,7919,,,,
4806016,Calgary,2004,Population,28,25-29,Female,,8173,,,,
4806016,Calgary,2005,Population,28,25-29,Female,,8259,,,,
4806016,Calgary,2006,Population,28,25-29,Female,,8365,,,,
4806016,Calgary,2007,Population,28,25-29,Female,,8779,,,,
4806016,Calgary,2008,Population,28,25-29,Female,,9331,,,,
4806016,Calgary,2009,Population,28,25-29,Female,,9778,,,,
4806016,Calgary,2010,Population,28,25-29,Female,,10091,,,,
4806016,Calgary,2011,Population,28,25-29,Female,,10485,,,,
4806016,Calgary,2012,Population,28,25-29,Female,,10698,,,,
4806016,Calgary,2013,Population,28,25-29,Female,,10929,,,,
4806016,Calgary,2014,Population,28,25-29,Female,,11085,,,,
4806016,Calgary,2015,Population,28,25-29,Female,,10885,,,,
4806016,Calgary,2016,Population,28,25-29,Female,,10807,,,,
4806016,Calgary,2017,Population,28,25-29,Female,,10944,,,,
4806016,Calgary,2018,Population,28,25-29,Female,,11102,,,,
4806016,Calgary,2019,Population,28,25-29,Female,,10686,,,,
4806016,Calgary,2020,Population,28,25-29,Female,,10288,,,,
4806016,Calgary,2021,Population,28,25-29,Female,,9951,,,,
4806016,Calgary,2022,Population,28,25-29,Female,,10261,,,,
4806016,Calgary,2023,Population,28,25-29,Female,,11444,,,,
4806016,Calgary,2001,Population,28,25-29,Male,,7947,,,,
4806016,Calgary,2002,Population,28,25-29,Male,,8070,,,,
4806016,Calgary,2003,Population,28,25-29,Male,,8404,,,,
4806016,Calgary,2004,Population,28,25-29,Male,,8593,,,,
4806016,Calgary,2005,Population,28,25-29,Male,,8760,,,,
4806016,Calgary,2006,Population,28,25-29,Male,,9157,,,,
4806016,Calgary,2007,Population,28,25-29,Male,,9266,,,,
4806016,Calgary,2008,Population,28,25-29,Male,,10059,,,,
4806016,Calgary,2009,Population,28,25-29,Male,,10541,,,,
4806016,Calgary,2010,Population,28,25-29,Male,,10629,,,,
4806016,Calgary,2011,Population,28,25-29,Male,,10776,,,,
4806016,Calgary,2012,Population,28,25-29,Male,,11083,,,,
4806016,Calgary,2013,Population,28,25-29,Male,,11337,,,,
4806016,Calgary,2014,Population,28,25-29,Male,,11679,,,,
4806016,Calgary,2015,Population,28,25-29,Male,,11356,,,,
4806016,Calgary,2016,Population,28,25-29,Male,,10944,,,,
4806016,Calgary,2017,Population,28,25-29,Male,,10994,,,,
4806016,Calgary,2018,Population,28,25-29,Male,,11264,,,,
4806016,Calgary,2019,Population,28,25-29,Male,,10785,,,,
4806016,Calgary,2020,Population,28,25-29,Male,,10323,,,,
4806016,Calgary,2021,Population,28,25-29,Male,,9997,,,,
4806016,Calgary,2022,Population,28,25-29,Male,,10340,,,,
4806016,Calgary,2023,Population,28,25-29,Male,,11612,,,,
4806016,Calgary,2001,Population,29,25-29,Female,,7568,,,,
4806016,Calgary,2002,Population,29,25-29,Female,,7787,,,,
4806016,Calgary,2003,Population,29,25-29,Female,,7700,,,,
4806016,Calgary,2004,Population,29,25-29,Female,,7995,,,,
4806016,Calgary,2005,Population,29,25-29,Female,,8406,,,,
4806016,Calgary,2006,Population,29,25-29,Female,,8467,,,,
4806016,Calgary,2007,Population,29,25-29,Female,,8673,,,,
4806016,Calgary,2008,Population,29,25-29,Female,,9075,,,,
4806016,Calgary,2009,Population,29,25-29,Female,,9716,,,,
4806016,Calgary,2010,Population,29,25-29,Female,,10018,,,,
4806016,Calgary,2011,Population,29,25-29,Female,,10268,,,,
4806016,Calgary,2012,Population,29,25-29,Female,,10780,,,,
4806016,Calgary,2013,Population,29,25-29,Female,,11144,,,,
4806016,Calgary,2014,Population,29,25-29,Female,,11311,,,,
4806016,Calgary,2015,Population,29,25-29,Female,,11290,,,,
4806016,Calgary,2016,Population,29,25-29,Female,,11041,,,,
4806016,Calgary,2017,Population,29,25-29,Female,,10875,,,,
4806016,Calgary,2018,Population,29,25-29,Female,,11158,,,,
4806016,Calgary,2019,Population,29,25-29,Female,,11433,,,,
4806016,Calgary,2020,Population,29,25-29,Female,,11010,,,,
4806016,Calgary,2021,Population,29,25-29,Female,,10238,,,,
4806016,Calgary,2022,Population,29,25-29,Female,,10612,,,,
4806016,Calgary,2023,Population,29,25-29,Female,,11877,,,,
4806016,Calgary,2001,Population,29,25-29,Male,,8212,,,,
4806016,Calgary,2002,Population,29,25-29,Male,,8159,,,,
4806016,Calgary,2003,Population,29,25-29,Male,,8152,,,,
4806016,Calgary,2004,Population,29,25-29,Male,,8437,,,,
4806016,Calgary,2005,Population,29,25-29,Male,,8839,,,,
4806016,Calgary,2006,Population,29,25-29,Male,,9093,,,,
4806016,Calgary,2007,Population,29,25-29,Male,,9399,,,,
4806016,Calgary,2008,Population,29,25-29,Male,,9574,,,,
4806016,Calgary,2009,Population,29,25-29,Male,,10317,,,,
4806016,Calgary,2010,Population,29,25-29,Male,,10470,,,,
4806016,Calgary,2011,Population,29,25-29,Male,,10627,,,,
4806016,Calgary,2012,Population,29,25-29,Male,,11068,,,,
4806016,Calgary,2013,Population,29,25-29,Male,,11601,,,,
4806016,Calgary,2014,Population,29,25-29,Male,,11866,,,,
4806016,Calgary,2015,Population,29,25-29,Male,,11913,,,,
4806016,Calgary,2016,Population,29,25-29,Male,,11413,,,,
4806016,Calgary,2017,Population,29,25-29,Male,,10839,,,,
4806016,Calgary,2018,Population,29,25-29,Male,,11098,,,,
4806016,Calgary,2019,Population,29,25-29,Male,,11486,,,,
4806016,Calgary,2020,Population,29,25-29,Male,,11040,,,,
4806016,Calgary,2021,Population,29,25-29,Male,,10236,,,,
4806016,Calgary,2022,Population,29,25-29,Male,,10512,,,,
4806016,Calgary,2023,Population,29,25-29,Male,,11899,,,,
4806016,Calgary,2001,Population,3,0-4,Female,,5372,,,,
4806016,Calgary,2002,Population,3,0-4,Female,,5379,,,,
4806016,Calgary,2003,Population,3,0-4,Female,,5490,,,,
4806016,Calgary,2004,Population,3,0-4,Female,,5532,,,,
4806016,Calgary,2005,Population,3,0-4,Female,,5473,,,,
4806016,Calgary,2006,Population,3,0-4,Female,,5805,,,,
4806016,Calgary,2007,Population,3,0-4,Female,,6050,,,,
4806016,Calgary,2008,Population,3,0-4,Female,,6185,,,,
4806016,Calgary,2009,Population,3,0-4,Female,,6337,,,,
4806016,Calgary,2010,Population,3,0-4,Female,,6652,,,,
4806016,Calgary,2011,Population,3,0-4,Female,,7024,,,,
4806016,Calgary,2012,Population,3,0-4,Female,,7357,,,,
4806016,Calgary,2013,Population,3,0-4,Female,,7509,,,,
4806016,Calgary,2014,Population,3,0-4,Female,,7621,,,,
4806016,Calgary,2015,Population,3,0-4,Female,,7568,,,,
4806016,Calgary,2016,Population,3,0-4,Female,,7689,,,,
4806016,Calgary,2017,Population,3,0-4,Female,,7695,,,,
4806016,Calgary,2018,Population,3,0-4,Female,,7962,,,,
4806016,Calgary,2019,Population,3,0-4,Female,,8251,,,,
4806016,Calgary,2020,Population,3,0-4,Female,,7857,,,,
4806016,Calgary,2021,Population,3,0-4,Female,,7728,,,,
4806016,Calgary,2022,Population,3,0-4,Female,,7716,,,,
4806016,Calgary,2023,Population,3,0-4,Female,,7912,,,,
4806016,Calgary,2001,Population,3,0-4,Male,,5567,,,,
4806016,Calgary,2002,Population,3,0-4,Male,,5756,,,,
4806016,Calgary,2003,Population,3,0-4,Male,,5658,,,,
4806016,Calgary,2004,Population,3,0-4,Male,,5728,,,,
4806016,Calgary,2005,Population,3,0-4,Male,,5808,,,,
4806016,Calgary,2006,Population,3,0-4,Male,,6260,,,,
4806016,Calgary,2007,Population,3,0-4,Male,,6372,,,,
4806016,Calgary,2008,Population,3,0-4,Male,,6456,,,,
4806016,Calgary,2009,Population,3,0-4,Male,,6544,,,,
4806016,Calgary,2010,Population,3,0-4,Male,,7029,,,,
4806016,Calgary,2011,Population,3,0-4,Male,,7513,,,,
4806016,Calgary,2012,Population,3,0-4,Male,,7805,,,,
4806016,Calgary,2013,Population,3,0-4,Male,,7998,,,,
4806016,Calgary,2014,Population,3,0-4,Male,,8040,,,,
4806016,Calgary,2015,Population,3,0-4,Male,,8021,,,,
4806016,Calgary,2016,Population,3,0-4,Male,,8142,,,,
4806016,Calgary,2017,Population,3,0-4,Male,,7982,,,,
4806016,Calgary,2018,Population,3,0-4,Male,,8193,,,,
4806016,Calgary,2019,Population,3,0-4,Male,,8544,,,,
4806016,Calgary,2020,Population,3,0-4,Male,,8478,,,,
4806016,Calgary,2021,Population,3,0-4,Male,,8086,,,,
4806016,Calgary,2022,Population,3,0-4,Male,,7967,,,,
4806016,Calgary,2023,Population,3,0-4,Male,,8290,,,,
4806016,Calgary,2001,Population,30,30-34,Female,,7785,,,,
4806016,Calgary,2002,Population,30,30-34,Female,,7715,,,,
4806016,Calgary,2003,Population,30,30-34,Female,,7874,,,,
4806016,Calgary,2004,Population,30,30-34,Female,,7797,,,,
4806016,Calgary,2005,Population,30,30-34,Female,,8278,,,,
4806016,Calgary,2006,Population,30,30-34,Female,,8615,,,,
4806016,Calgary,2007,Population,30,30-34,Female,,8608,,,,
4806016,Calgary,2008,Population,30,30-34,Female,,8884,,,,
4806016,Calgary,2009,Population,30,30-34,Female,,9349,,,,
4806016,Calgary,2010,Population,30,30-34,Female,,9771,,,,
4806016,Calgary,2011,Population,30,30-34,Female,,10188,,,,
4806016,Calgary,2012,Population,30,30-34,Female,,10565,,,,
4806016,Calgary,2013,Population,30,30-34,Female,,11166,,,,
4806016,Calgary,2014,Population,30,30-34,Female,,11470,,,,
4806016,Calgary,2015,Population,30,30-34,Female,,11468,,,,
4806016,Calgary,2016,Population,30,30-34,Female,,11380,,,,
4806016,Calgary,2017,Population,30,30-34,Female,,11032,,,,
4806016,Calgary,2018,Population,30,30-34,Female,,10997,,,,
4806016,Calgary,2019,Population,30,30-34,Female,,11459,,,,
4806016,Calgary,2020,Population,30,30-34,Female,,11710,,,,
4806016,Calgary,2021,Population,30,30-34,Female,,10829,,,,
4806016,Calgary,2022,Population,30,30-34,Female,,10825,,,,
4806016,Calgary,2023,Population,30,30-34,Female,,12092,,,,
4806016,Calgary,2001,Population,30,30-34,Male,,8611,,,,
4806016,Calgary,2002,Population,30,30-34,Male,,8455,,,,
4806016,Calgary,2003,Population,30,30-34,Male,,8270,,,,
4806016,Calgary,2004,Population,30,30-34,Male,,8258,,,,
4806016,Calgary,2005,Population,30,30-34,Male,,8700,,,,
4806016,Calgary,2006,Population,30,30-34,Male,,9165,,,,
4806016,Calgary,2007,Population,30,30-34,Male,,9345,,,,
4806016,Calgary,2008,Population,30,30-34,Male,,9664,,,,
4806016,Calgary,2009,Population,30,30-34,Male,,9857,,,,
4806016,Calgary,2010,Population,30,30-34,Male,,10260,,,,
4806016,Calgary,2011,Population,30,30-34,Male,,10470,,,,
4806016,Calgary,2012,Population,30,30-34,Male,,10835,,,,
4806016,Calgary,2013,Population,30,30-34,Male,,11305,,,,
4806016,Calgary,2014,Population,30,30-34,Male,,11944,,,,
4806016,Calgary,2015,Population,30,30-34,Male,,11884,,,,
4806016,Calgary,2016,Population,30,30-34,Male,,11941,,,,
4806016,Calgary,2017,Population,30,30-34,Male,,11269,,,,
4806016,Calgary,2018,Population,30,30-34,Male,,10976,,,,
4806016,Calgary,2019,Population,30,30-34,Male,,11327,,,,
4806016,Calgary,2020,Population,30,30-34,Male,,11766,,,,
4806016,Calgary,2021,Population,30,30-34,Male,,11011,,,,
4806016,Calgary,2022,Population,30,30-34,Male,,10821,,,,
4806016,Calgary,2023,Population,30,30-34,Male,,12072,,,,
4806016,Calgary,2001,Population,31,30-34,Female,,7572,,,,
4806016,Calgary,2002,Population,31,30-34,Female,,7945,,,,
4806016,Calgary,2003,Population,31,30-34,Female,,7792,,,,
4806016,Calgary,2004,Population,31,30-34,Female,,7986,,,,
4806016,Calgary,2005,Population,31,30-34,Female,,8027,,,,
4806016,Calgary,2006,Population,31,30-34,Female,,8510,,,,
4806016,Calgary,2007,Population,31,30-34,Female,,8849,,,,
4806016,Calgary,2008,Population,31,30-34,Female,,8840,,,,
4806016,Calgary,2009,Population,31,30-34,Female,,9206,,,,
4806016,Calgary,2010,Population,31,30-34,Female,,9509,,,,
4806016,Calgary,2011,Population,31,30-34,Female,,9926,,,,
4806016,Calgary,2012,Population,31,30-34,Female,,10510,,,,
4806016,Calgary,2013,Population,31,30-34,Female,,10973,,,,
4806016,Calgary,2014,Population,31,30-34,Female,,11601,,,,
4806016,Calgary,2015,Population,31,30-34,Female,,11649,,,,
4806016,Calgary,2016,Population,31,30-34,Female,,11546,,,,
4806016,Calgary,2017,Population,31,30-34,Female,,11356,,,,
4806016,Calgary,2018,Population,31,30-34,Female,,11216,,,,
4806016,Calgary,2019,Population,31,30-34,Female,,11250,,,,
4806016,Calgary,2020,Population,31,30-34,Female,,11756,,,,
4806016,Calgary,2021,Population,31,30-34,Female,,11558,,,,
4806016,Calgary,2022,Population,31,30-34,Female,,11370,,,,
4806016,Calgary,2023,Population,31,30-34,Female,,12173,,,,
4806016,Calgary,2001,Population,31,30-34,Male,,8218,,,,
4806016,Calgary,2002,Population,31,30-34,Male,,8828,,,,
4806016,Calgary,2003,Population,31,30-34,Male,,8563,,,,
4806016,Calgary,2004,Population,31,30-34,Male,,8359,,,,
4806016,Calgary,2005,Population,31,30-34,Male,,8468,,,,
4806016,Calgary,2006,Population,31,30-34,Male,,8947,,,,
4806016,Calgary,2007,Population,31,30-34,Male,,9357,,,,
4806016,Calgary,2008,Population,31,30-34,Male,,9592,,,,
4806016,Calgary,2009,Population,31,30-34,Male,,9896,,,,
4806016,Calgary,2010,Population,31,30-34,Male,,9784,,,,
4806016,Calgary,2011,Population,31,30-34,Male,,10169,,,,
4806016,Calgary,2012,Population,31,30-34,Male,,10748,,,,
4806016,Calgary,2013,Population,31,30-34,Male,,11241,,,,
4806016,Calgary,2014,Population,31,30-34,Male,,11668,,,,
4806016,Calgary,2015,Population,31,30-34,Male,,12089,,,,
4806016,Calgary,2016,Population,31,30-34,Male,,11928,,,,
4806016,Calgary,2017,Population,31,30-34,Male,,11796,,,,
4806016,Calgary,2018,Population,31,30-34,Male,,11275,,,,
4806016,Calgary,2019,Population,31,30-34,Male,,11089,,,,
4806016,Calgary,2020,Population,31,30-34,Male,,11529,,,,
4806016,Calgary,2021,Population,31,30-34,Male,,11511,,,,
4806016,Calgary,2022,Population,31,30-34,Male,,11505,,,,
4806016,Calgary,2023,Population,31,30-34,Male,,12277,,,,
4806016,Calgary,2001,Population,32,30-34,Female,,7369,,,,
4806016,Calgary,2002,Population,32,30-34,Female,,7759,,,,
4806016,Calgary,2003,Population,32,30-34,Female,,8066,,,,
4806016,Calgary,2004,Population,32,30-34,Female,,7865,,,,
4806016,Calgary,2005,Population,32,30-34,Female,,8238,,,,
4806016,Calgary,2006,Population,32,30-34,Female,,8306,,,,
4806016,Calgary,2007,Population,32,30-34,Female,,8670,,,,
4806016,Calgary,2008,Population,32,30-34,Female,,9059,,,,
4806016,Calgary,2009,Population,32,30-34,Female,,9083,,,,
4806016,Calgary,2010,Population,32,30-34,Female,,9313,,,,
4806016,Calgary,2011,Population,32,30-34,Female,,9709,,,,
4806016,Calgary,2012,Population,32,30-34,Female,,10266,,,,
4806016,Calgary,2013,Population,32,30-34,Female,,10886,,,,
4806016,Calgary,2014,Population,32,30-34,Female,,11299,,,,
4806016,Calgary,2015,Population,32,30-34,Female,,11717,,,,
4806016,Calgary,2016,Population,32,30-34,Female,,11702,,,,
4806016,Calgary,2017,Population,32,30-34,Female,,11466,,,,
4806016,Calgary,2018,Population,32,30-34,Female,,11449,,,,
4806016,Calgary,2019,Population,32,30-34,Female,,11385,,,,
4806016,Calgary,2020,Population,32,30-34,Female,,11415,,,,
4806016,Calgary,2021,Population,32,30-34,Female,,11629,,,,
4806016,Calgary,2022,Population,32,30-34,Female,,12083,,,,
4806016,Calgary,2023,Population,32,30-34,Female,,12729,,,,
4806016,Calgary,2001,Population,32,30-34,Male,,7958,,,,
4806016,Calgary,2002,Population,32,30-34,Male,,8406,,,,
4806016,Calgary,2003,Population,32,30-34,Male,,8954,,,,
4806016,Calgary,2004,Population,32,30-34,Male,,8659,,,,
4806016,Calgary,2005,Population,32,30-34,Male,,8581,,,,
4806016,Calgary,2006,Population,32,30-34,Male,,8806,,,,
4806016,Calgary,2007,Population,32,30-34,Male,,9181,,,,
4806016,Calgary,2008,Population,32,30-34,Male,,9606,,,,
4806016,Calgary,2009,Population,32,30-34,Male,,9846,,,,
4806016,Calgary,2010,Population,32,30-34,Male,,9842,,,,
4806016,Calgary,2011,Population,32,30-34,Male,,9830,,,,
4806016,Calgary,2012,Population,32,30-34,Male,,10394,,,,
4806016,Calgary,2013,Population,32,30-34,Male,,11095,,,,
4806016,Calgary,2014,Population,32,30-34,Male,,11510,,,,
4806016,Calgary,2015,Population,32,30-34,Male,,11634,,,,
4806016,Calgary,2016,Population,32,30-34,Male,,12009,,,,
4806016,Calgary,2017,Population,32,30-34,Male,,11773,,,,
4806016,Calgary,2018,Population,32,30-34,Male,,11801,,,,
4806016,Calgary,2019,Population,32,30-34,Male,,11442,,,,
4806016,Calgary,2020,Population,32,30-34,Male,,11256,,,,
4806016,Calgary,2021,Population,32,30-34,Male,,11339,,,,
4806016,Calgary,2022,Population,32,30-34,Male,,12022,,,,
4806016,Calgary,2023,Population,32,30-34,Male,,12889,,,,
4806016,Calgary,2001,Population,33,30-34,Female,,7173,,,,
4806016,Calgary,2002,Population,33,30-34,Female,,7496,,,,
4806016,Calgary,2003,Population,33,30-34,Female,,7817,,,,
4806016,Calgary,2004,Population,33,30-34,Female,,8148,,,,
4806016,Calgary,2005,Population,33,30-34,Female,,8041,,,,
4806016,Calgary,2006,Population,33,30-34,Female,,8383,,,,
4806016,Calgary,2007,Population,33,30-34,Female,,8426,,,,
4806016,Calgary,2008,Population,33,30-34,Female,,8851,,,,
4806016,Calgary,2009,Population,33,30-34,Female,,9226,,,,
4806016,Calgary,2010,Population,33,30-34,Female,,9132,,,,
4806016,Calgary,2011,Population,33,30-34,Female,,9379,,,,
4806016,Calgary,2012,Population,33,30-34,Female,,9899,,,,
4806016,Calgary,2013,Population,33,30-34,Female,,10549,,,,
4806016,Calgary,2014,Population,33,30-34,Female,,11096,,,,
4806016,Calgary,2015,Population,33,30-34,Female,,11294,,,,
4806016,Calgary,2016,Population,33,30-34,Female,,11641,,,,
4806016,Calgary,2017,Population,33,30-34,Female,,11659,,,,
4806016,Calgary,2018,Population,33,30-34,Female,,11506,,,,
4806016,Calgary,2019,Population,33,30-34,Female,,11562,,,,
4806016,Calgary,2020,Population,33,30-34,Female,,11547,,,,
4806016,Calgary,2021,Population,33,30-34,Female,,11352,,,,
4806016,Calgary,2022,Population,33,30-34,Female,,11967,,,,
4806016,Calgary,2023,Population,33,30-34,Female,,13278,,,,
4806016,Calgary,2001,Population,33,30-34,Male,,7926,,,,
4806016,Calgary,2002,Population,33,30-34,Male,,8168,,,,
4806016,Calgary,2003,Population,33,30-34,Male,,8504,,,,
4806016,Calgary,2004,Population,33,30-34,Male,,9089,,,,
4806016,Calgary,2005,Population,33,30-34,Male,,8904,,,,
4806016,Calgary,2006,Population,33,30-34,Male,,8916,,,,
4806016,Calgary,2007,Population,33,30-34,Male,,8956,,,,
4806016,Calgary,2008,Population,33,30-34,Male,,9374,,,,
4806016,Calgary,2009,Population,33,30-34,Male,,9709,,,,
4806016,Calgary,2010,Population,33,30-34,Male,,9706,,,,
4806016,Calgary,2011,Population,33,30-34,Male,,9774,,,,
4806016,Calgary,2012,Population,33,30-34,Male,,10043,,,,
4806016,Calgary,2013,Population,33,30-34,Male,,10719,,,,
4806016,Calgary,2014,Population,33,30-34,Male,,11420,,,,
4806016,Calgary,2015,Population,33,30-34,Male,,11529,,,,
4806016,Calgary,2016,Population,33,30-34,Male,,11522,,,,
4806016,Calgary,2017,Population,33,30-34,Male,,11855,,,,
4806016,Calgary,2018,Population,33,30-34,Male,,11806,,,,
4806016,Calgary,2019,Population,33,30-34,Male,,11883,,,,
4806016,Calgary,2020,Population,33,30-34,Male,,11581,,,,
4806016,Calgary,2021,Population,33,30-34,Male,,11188,,,,
4806016,Calgary,2022,Population,33,30-34,Male,,11783,,,,
4806016,Calgary,2023,Population,33,30-34,Male,,13299,,,,
4806016,Calgary,2001,Population,34,30-34,Female,,7183,,,,
4806016,Calgary,2002,Population,34,30-34,Female,,7347,,,,
4806016,Calgary,2003,Population,34,30-34,Female,,7626,,,,
4806016,Calgary,2004,Population,34,30-34,Female,,7935,,,,
4806016,Calgary,2005,Population,34,30-34,Female,,8373,,,,
4806016,Calgary,2006,Population,34,30-34,Female,,8259,,,,
4806016,Calgary,2007,Population,34,30-34,Female,,8503,,,,
4806016,Calgary,2008,Population,34,30-34,Female,,8619,,,,
4806016,Calgary,2009,Population,34,30-34,Female,,8956,,,,
4806016,Calgary,2010,Population,34,30-34,Female,,9216,,,,
4806016,Calgary,2011,Population,34,30-34,Female,,9187,,,,
4806016,Calgary,2012,Population,34,30-34,Female,,9621,,,,
4806016,Calgary,2013,Population,34,30-34,Female,,10210,,,,
4806016,Calgary,2014,Population,34,30-34,Female,,10856,,,,
4806016,Calgary,2015,Population,34,30-34,Female,,11203,,,,
4806016,Calgary,2016,Population,34,30-34,Female,,11402,,,,
4806016,Calgary,2017,Population,34,30-34,Female,,11541,,,,
4806016,Calgary,2018,Population,34,30-34,Female,,11664,,,,
4806016,Calgary,2019,Population,34,30-34,Female,,11653,,,,
4806016,Calgary,2020,Population,34,30-34,Female,,11719,,,,
4806016,Calgary,2021,Population,34,30-34,Female,,11472,,,,
4806016,Calgary,2022,Population,34,30-34,Female,,11654,,,,
4806016,Calgary,2023,Population,34,30-34,Female,,13036,,,,
4806016,Calgary,2001,Population,34,30-34,Male,,7800,,,,
4806016,Calgary,2002,Population,34,30-34,Male,,8073,,,,
4806016,Calgary,2003,Population,34,30-34,Male,,8242,,,,
4806016,Calgary,2004,Population,34,30-34,Male,,8561,,,,
4806016,Calgary,2005,Population,34,30-34,Male,,9291,,,,
4806016,Calgary,2006,Population,34,30-34,Male,,9181,,,,
4806016,Calgary,2007,Population,34,30-34,Male,,9024,,,,
4806016,Calgary,2008,Population,34,30-34,Male,,9190,,,,
4806016,Calgary,2009,Population,34,30-34,Male,,9533,,,,
4806016,Calgary,2010,Population,34,30-34,Male,,9552,,,,
4806016,Calgary,2011,Population,34,30-34,Male,,9666,,,,
4806016,Calgary,2012,Population,34,30-34,Male,,9865,,,,
4806016,Calgary,2013,Population,34,30-34,Male,,10230,,,,
4806016,Calgary,2014,Population,34,30-34,Male,,10874,,,,
4806016,Calgary,2015,Population,34,30-34,Male,,11277,,,,
4806016,Calgary,2016,Population,34,30-34,Male,,11401,,,,
4806016,Calgary,2017,Population,34,30-34,Male,,11408,,,,
4806016,Calgary,2018,Population,34,30-34,Male,,11883,,,,
4806016,Calgary,2019,Population,34,30-34,Male,,11900,,,,
4806016,Calgary,2020,Population,34,30-34,Male,,12049,,,,
4806016,Calgary,2021,Population,34,30-34,Male,,11496,,,,
4806016,Calgary,2022,Population,34,30-34,Male,,11528,,,,
4806016,Calgary,2023,Population,34,30-34,Male,,13053,,,,
4806016,Calgary,2001,Population,35,35-39,Female,,7301,,,,
4806016,Calgary,2002,Population,35,35-39,Female,,7258,,,,
4806016,Calgary,2003,Population,35,35-39,Female,,7363,,,,
4806016,Calgary,2004,Population,35,35-39,Female,,7639,,,,
4806016,Calgary,2005,Population,35,35-39,Female,,8062,,,,
4806016,Calgary,2006,Population,35,35-39,Female,,8425,,,,
4806016,Calgary,2007,Population,35,35-39,Female,,8446,,,,
4806016,Calgary,2008,Population,35,35-39,Female,,8670,,,,
4806016,Calgary,2009,Population,35,35-39,Female,,8822,,,,
4806016,Calgary,2010,Population,35,35-39,Female,,9004,,,,
4806016,Calgary,2011,Population,35,35-39,Female,,9208,,,,
4806016,Calgary,2012,Population,35,35-39,Female,,9397,,,,
4806016,Calgary,2013,Population,35,35-39,Female,,9885,,,,
4806016,Calgary,2014,Population,35,35-39,Female,,10430,,,,
4806016,Calgary,2015,Population,35,35-39,Female,,10941,,,,
4806016,Calgary,2016,Population,35,35-39,Female,,11160,,,,
4806016,Calgary,2017,Population,35,35-39,Female,,11340,,,,
4806016,Calgary,2018,Population,35,35-39,Female,,11485,,,,
4806016,Calgary,2019,Population,35,35-39,Female,,11767,,,,
4806016,Calgary,2020,Population,35,35-39,Female,,11753,,,,
4806016,Calgary,2021,Population,35,35-39,Female,,11608,,,,
4806016,Calgary,2022,Population,35,35-39,Female,,11811,,,,
4806016,Calgary,2023,Population,35,35-39,Female,,12673,,,,
4806016,Calgary,2001,Population,35,35-39,Male,,7949,,,,
4806016,Calgary,2002,Population,35,35-39,Male,,7916,,,,
4806016,Calgary,2003,Population,35,35-39,Male,,8085,,,,
4806016,Calgary,2004,Population,35,35-39,Male,,8289,,,,
4806016,Calgary,2005,Population,35,35-39,Male,,8728,,,,
4806016,Calgary,2006,Population,35,35-39,Male,,9471,,,,
4806016,Calgary,2007,Population,35,35-39,Male,,9366,,,,
4806016,Calgary,2008,Population,35,35-39,Male,,9252,,,,
4806016,Calgary,2009,Population,35,35-39,Male,,9380,,,,
4806016,Calgary,2010,Population,35,35-39,Male,,9543,,,,
4806016,Calgary,2011,Population,35,35-39,Male,,9472,,,,
4806016,Calgary,2012,Population,35,35-39,Male,,9814,,,,
4806016,Calgary,2013,Population,35,35-39,Male,,10150,,,,
4806016,Calgary,2014,Population,35,35-39,Male,,10388,,,,
4806016,Calgary,2015,Population,35,35-39,Male,,10849,,,,
4806016,Calgary,2016,Population,35,35-39,Male,,11130,,,,
4806016,Calgary,2017,Population,35,35-39,Male,,11279,,,,
4806016,Calgary,2018,Population,35,35-39,Male,,11495,,,,
4806016,Calgary,2019,Population,35,35-39,Male,,11994,,,,
4806016,Calgary,2020,Population,35,35-39,Male,,11976,,,,
4806016,Calgary,2021,Population,35,35-39,Male,,11904,,,,
4806016,Calgary,2022,Population,35,35-39,Male,,11914,,,,
4806016,Calgary,2023,Population,35,35-39,Male,,12718,,,,
4806016,Calgary,2001,Population,36,35-39,Female,,7887,,,,
4806016,Calgary,2002,Population,36,35-39,Female,,7474,,,,
4806016,Calgary,2003,Population,36,35-39,Female,,7348,,,,
4806016,Calgary,2004,Population,36,35-39,Female,,7446,,,,
